"Ssciname","scommname","qseqid","sseqid","pident","length","mismatch","gapopen","qcovus","qstart","qend","sstart","send","evalue","bitscore","staxids","qlen","qcovs","annotated_tax","pmatchsel"
"Thaleichthys pacificus","eulachon","32034ff37eb8bfede11feae2e7eae6e1d2c04597","gi|2569353095|gb|OR482559.1|",97.516,161,4,0,100,1,161,322,482,8.77e-70,276,"240832",161,100,"Allosmerus elongatus","0.994"
"Spirinchus thaleichthys","longfin smelt","32034ff37eb8bfede11feae2e7eae6e1d2c04597","gi|985566945|dbj|LC091612.1|",97.516,161,4,0,100,1,161,8,168,8.77e-70,276,"260508",161,100,"Allosmerus elongatus","0.994"
"Thaleichthys pacificus","eulachon","32034ff37eb8bfede11feae2e7eae6e1d2c04597","gi|985566936|dbj|LC091603.1|",97.516,161,4,0,100,1,161,8,168,8.77e-70,276,"240832",161,100,"Allosmerus elongatus","0.994"
"Spirinchus lanceolatus","Spirinchus lanceolatus","32034ff37eb8bfede11feae2e7eae6e1d2c04597","gi|985564991|dbj|LC021010.1|",97.516,161,4,0,100,1,161,8,168,8.77e-70,276,"136040",161,100,"Allosmerus elongatus","0.994"
"Thaleichthys pacificus","eulachon","32034ff37eb8bfede11feae2e7eae6e1d2c04597","gi|2491776916|gb|OQ846111.1|",97.516,161,4,0,100,1,161,8,168,8.77e-70,276,"240832",161,100,"Allosmerus elongatus","0.994"
"Thaleichthys pacificus","eulachon","32034ff37eb8bfede11feae2e7eae6e1d2c04597","gi|2329041664|gb|ON005619.1|",97.516,161,4,0,100,1,161,322,482,8.77e-70,276,"240832",161,100,"Allosmerus elongatus","0.994"
"Thaleichthys pacificus","eulachon","32034ff37eb8bfede11feae2e7eae6e1d2c04597","gi|2314981658|ref|NC_066906.1|",97.516,161,4,0,100,1,161,322,482,8.77e-70,276,"240832",161,100,"Allosmerus elongatus","0.994"
"Spirinchus lanceolatus","Spirinchus lanceolatus","32034ff37eb8bfede11feae2e7eae6e1d2c04597","gi|2264236642|dbj|LC715360.1|",97.516,161,4,0,100,1,161,322,482,8.77e-70,276,"136040",161,100,"Allosmerus elongatus","0.994"
"Osmerus mordax","rainbow smelt","32034ff37eb8bfede11feae2e7eae6e1d2c04597","gi|2048072724|gb|MW856836.1|",96.855,159,5,0,99,1,159,322,480,5.28e-67,267,"8014",161,99,"Allosmerus elongatus","0.994"
"Osmerus mordax","rainbow smelt","32034ff37eb8bfede11feae2e7eae6e1d2c04597","gi|2048072696|gb|MW856834.1|",96.855,159,5,0,99,1,159,322,480,5.28e-67,267,"8014",161,99,"Allosmerus elongatus","0.994"
"Osmerus mordax","rainbow smelt","32034ff37eb8bfede11feae2e7eae6e1d2c04597","gi|326536062|ref|NC_015246.1|",96.855,159,5,0,99,1,159,322,480,5.28e-67,267,"8014",161,99,"Allosmerus elongatus","0.994"
"Oncorhynchus kisutch","coho salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|1585113469|gb|MH003640.1|",98.773,163,2,0,100,1,163,321,483,3.18e-74,291,"8019",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus kisutch","coho salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|1561111033|dbj|LC458077.1|",98.773,163,2,0,100,1,163,8,170,3.18e-74,291,"8019",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus kisutch","coho salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|1276392044|gb|MF621751.1|",98.773,163,2,0,100,1,163,321,483,3.18e-74,291,"8019",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus kisutch","coho salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|1276392016|gb|MF621749.1|",98.773,163,2,0,100,1,163,321,483,3.18e-74,291,"8019",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus kisutch","coho salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|985566959|dbj|LC091626.1|",98.773,163,2,0,100,1,163,8,170,3.18e-74,291,"8019",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus kisutch","coho salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|2491777322|gb|OQ846517.1|",98.773,163,2,0,100,1,163,8,170,3.18e-74,291,"8019",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus kisutch","coho salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|2305126537|gb|OL477728.1|",98.773,163,2,0,100,1,163,321,483,3.18e-74,291,"8019",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus kisutch","coho salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|2305126479|gb|OL457409.1|",98.773,163,2,0,100,1,163,321,483,3.18e-74,291,"8019",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus kisutch","coho salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|2305126379|gb|OL339395.1|",98.773,163,2,0,100,1,163,321,483,3.18e-74,291,"8019",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus kisutch","coho salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|134303077|ref|NC_009263.1|",98.773,163,2,0,100,1,163,1323,1485,3.18e-74,291,"8019",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus keta","chum salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|985566566|dbj|LC069501.1|",97.546,163,3,1,100,1,163,8,169,2.48e-70,278,"8018",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus keta","chum salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|2440745881|gb|ON479157.1|",97.546,163,3,1,100,1,163,8,169,2.48e-70,278,"8018",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus keta","chum salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|2305126365|gb|OL339394.1|",97.546,163,3,1,100,1,163,321,482,2.48e-70,278,"8018",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus keta","chum salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|2305126350|gb|OL339393.1|",97.546,163,3,1,100,1,163,321,482,2.48e-70,278,"8018",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus keta","chum salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|385843132|ref|NC_017838.1|",97.546,163,3,1,100,1,163,321,482,2.48e-70,278,"8018",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus nerka","sockeye salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|1585113455|gb|MH003639.1|",96.933,163,5,0,100,1,163,321,483,3.2e-69,274,"8023",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus nerka","sockeye salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|2305126639|gb|OL806599.1|",96.933,163,5,0,100,1,163,321,483,3.2e-69,274,"8023",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus kawamurae","Oncorhynchus kawamurae","765205657c7e74c4ba9aae71ad429907559a15dc","gi|2268201689|dbj|LC717968.1|",96.933,163,5,0,100,1,163,192,354,3.2e-69,274,"1278982",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus kawamurae","Oncorhynchus kawamurae","765205657c7e74c4ba9aae71ad429907559a15dc","gi|2268201688|dbj|LC717967.1|",96.933,163,5,0,100,1,163,192,354,3.2e-69,274,"1278982",163,100,"Oncorhynchus kisutch","0.988"
"Oncorhynchus nerka","sockeye salmon","765205657c7e74c4ba9aae71ad429907559a15dc","gi|118722289|ref|NC_008615.1|",96.933,163,5,0,100,1,163,1325,1487,3.2e-69,274,"8023",163,100,"Oncorhynchus kisutch","0.988"
"Sebastes hubbsi","Sebastes hubbsi","9043561b4a7da9473e081122b508aa656aff381e","gi|884997118|ref|NC_027440.1|",99.379,161,1,0,100,1,161,323,483,8.71e-75,292,"201703",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes taczanowskii","Sebastes taczanowskii","9043561b4a7da9473e081122b508aa656aff381e","gi|884997104|ref|NC_027439.1|",99.379,161,1,0,100,1,161,323,483,8.71e-75,292,"201709",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes cheni","Sebastes cheni","9043561b4a7da9473e081122b508aa656aff381e","gi|2313944348|dbj|LC731313.1|",99.379,161,1,0,100,1,161,194,354,8.71e-75,292,"1738870",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes pachycephalus","Sebastes pachycephalus","9043561b4a7da9473e081122b508aa656aff381e","gi|2307998592|dbj|LC729865.1|",99.379,161,1,0,100,1,161,8,168,8.71e-75,292,"201706",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes joyneri","Sebastes joyneri","9043561b4a7da9473e081122b508aa656aff381e","gi|2307998591|dbj|LC729864.1|",99.379,161,1,0,100,1,161,8,168,8.71e-75,292,"160817",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes owstoni","Sebastes owstoni","9043561b4a7da9473e081122b508aa656aff381e","gi|749111601|ref|NC_026191.1|",99.379,161,1,0,100,1,161,323,483,8.71e-75,292,"160819",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes ventricosus","Sebastes ventricosus","9043561b4a7da9473e081122b508aa656aff381e","gi|2300590394|dbj|LC728297.1|",99.379,161,1,0,100,1,161,194,354,8.71e-75,292,"1508065",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes melanops","black rockfish","9043561b4a7da9473e081122b508aa656aff381e","gi|2192932794|ref|NC_060710.1|",99.379,161,1,0,100,1,161,323,483,8.71e-75,292,"72085",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes pachycephalus","Sebastes pachycephalus","9043561b4a7da9473e081122b508aa656aff381e","gi|575525211|gb|KF836442.1|",99.379,161,1,0,100,1,161,323,483,8.71e-75,292,"201706",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes schlegelii","Schlegel's black rockfish","9043561b4a7da9473e081122b508aa656aff381e","gi|2125675819|dbj|LC049853.2|",99.379,161,1,0,100,1,161,194,354,8.71e-75,292,"214486",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes inermis","Sebastes inermis","9043561b4a7da9473e081122b508aa656aff381e","gi|584593629|ref|NC_023456.1|",99.379,161,1,0,100,1,161,323,483,8.71e-75,292,"160818",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes pachycephalus","Sebastes pachycephalus","9043561b4a7da9473e081122b508aa656aff381e","gi|2064684333|dbj|LC640020.1|",99.379,161,1,0,100,1,161,194,354,8.71e-75,292,"201706",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes pachycephalus","Sebastes pachycephalus","9043561b4a7da9473e081122b508aa656aff381e","gi|2038422319|dbj|LC630824.1|",99.379,161,1,0,100,1,161,202,362,8.71e-75,292,"201706",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes elongatus","greenstriped rockfish","9043561b4a7da9473e081122b508aa656aff381e","gi|2030285401|gb|MW630168.1|",99.379,161,1,0,100,1,161,256,416,8.71e-75,292,"72070",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes ventricosus","Sebastes ventricosus","9043561b4a7da9473e081122b508aa656aff381e","gi|1983636118|dbj|LC605003.1|",99.379,161,1,0,100,1,161,214,374,8.71e-75,292,"1508065",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes oculatus","Patagonian redfish","9043561b4a7da9473e081122b508aa656aff381e","gi|2018133224|ref|NC_053985.1|",99.379,161,1,0,100,1,161,323,483,8.71e-75,292,"72091",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes wakiyai","Sebastes wakiyai","9043561b4a7da9473e081122b508aa656aff381e","gi|1918447805|dbj|LC579207.1|",99.379,161,1,0,100,1,161,8,168,8.71e-75,292,"2768245",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes baramenuke","Sebastes baramenuke","9043561b4a7da9473e081122b508aa656aff381e","gi|1918447602|dbj|LC579004.1|",99.379,161,1,0,100,1,161,8,168,8.71e-75,292,"214491",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes wakiyai","Sebastes wakiyai","9043561b4a7da9473e081122b508aa656aff381e","gi|1918447601|dbj|LC579003.1|",99.379,161,1,0,100,1,161,8,168,8.71e-75,292,"2768245",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Sebastes ruberrimus","yelloweye rockfish","9043561b4a7da9473e081122b508aa656aff381e","gi|154940277|gb|EU008930.1|",99.379,161,1,0,100,1,161,323,483,8.71e-75,292,"72098",161,100,"Sebastes spp.  ||  Sebastes baramenuke | Sebastes cheni | Sebastes elongatus | Sebastes hubbsi | Sebastes inermis | Sebastes joyneri | Sebastes melanops | Sebastes oculatus | Sebastes owstoni | Sebastes pachycephalus | Sebastes ruberrimus | Sebastes schlegelii | Sebastes taczanowskii | Sebastes ventricosus | Sebastes wakiyai","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"Lagenorhynchus obliquidens","Pacific white-sided dolphin","472f8508dacdfec897917e5295f015f8523d7fc9","gi|1516075550|ref|XR_003433956.1|",100,163,0,0,100,1,163,969,807,1.47e-77,302,"90247",163,100,"Lagenorhynchus obliquidens","1"
"Orcinus orca","killer whale","472f8508dacdfec897917e5295f015f8523d7fc9","gi|2280707910|ref|XR_007477650.1|",97.546,163,4,0,100,1,163,2274,2436,6.89e-71,279,"9733",163,100,"Lagenorhynchus obliquidens","1"
"Mesoplodon grayi","Gray's beaked whale","472f8508dacdfec897917e5295f015f8523d7fc9","gi|2240249201|gb|MW645448.1|",90.683,161,15,0,99,1,161,327,487,1.97e-51,215,"74394",163,99,"Lagenorhynchus obliquidens","1"
"Mesoplodon grayi","Gray's beaked whale","472f8508dacdfec897917e5295f015f8523d7fc9","gi|2240249355|gb|MW645459.1|",90.062,161,16,0,99,1,161,327,487,9.17e-50,209,"74394",163,99,"Lagenorhynchus obliquidens","1"
"Mesoplodon grayi","Gray's beaked whale","472f8508dacdfec897917e5295f015f8523d7fc9","gi|2240249327|gb|MW645457.1|",90.062,161,16,0,99,1,161,327,487,9.17e-50,209,"74394",163,99,"Lagenorhynchus obliquidens","1"
"Mesoplodon grayi","Gray's beaked whale","472f8508dacdfec897917e5295f015f8523d7fc9","gi|2240249299|gb|MW645455.1|",90.062,161,16,0,99,1,161,327,487,9.17e-50,209,"74394",163,99,"Lagenorhynchus obliquidens","1"
"Mesoplodon grayi","Gray's beaked whale","472f8508dacdfec897917e5295f015f8523d7fc9","gi|2240249285|gb|MW645454.1|",90.062,161,16,0,99,1,161,327,487,9.17e-50,209,"74394",163,99,"Lagenorhynchus obliquidens","1"
"Mesoplodon grayi","Gray's beaked whale","472f8508dacdfec897917e5295f015f8523d7fc9","gi|2240249257|gb|MW645452.1|",90.062,161,16,0,99,1,161,327,487,9.17e-50,209,"74394",163,99,"Lagenorhynchus obliquidens","1"
"Mesoplodon grayi","Gray's beaked whale","472f8508dacdfec897917e5295f015f8523d7fc9","gi|2240249243|gb|MW645451.1|",90.062,161,16,0,99,1,161,327,487,9.17e-50,209,"74394",163,99,"Lagenorhynchus obliquidens","1"
"Mesoplodon grayi","Gray's beaked whale","472f8508dacdfec897917e5295f015f8523d7fc9","gi|2240249215|gb|MW645449.1|",90.062,161,16,0,99,1,161,327,487,9.17e-50,209,"74394",163,99,"Lagenorhynchus obliquidens","1"
"Mesoplodon grayi","Gray's beaked whale","472f8508dacdfec897917e5295f015f8523d7fc9","gi|2240249173|gb|MW645446.1|",90.062,161,16,0,99,1,161,327,487,9.17e-50,209,"74394",163,99,"Lagenorhynchus obliquidens","1"
"Mesoplodon grayi","Gray's beaked whale","472f8508dacdfec897917e5295f015f8523d7fc9","gi|2240249145|gb|MW645444.1|",90.062,161,16,0,99,1,161,327,487,9.17e-50,209,"74394",163,99,"Lagenorhynchus obliquidens","1"
"Mesoplodon grayi","Gray's beaked whale","472f8508dacdfec897917e5295f015f8523d7fc9","gi|598324043|ref|NC_023830.1|",90.062,161,16,0,99,1,161,327,487,9.17e-50,209,"74394",163,99,"Lagenorhynchus obliquidens","1"
"Icelinus filamentosus","threadfin sculpin","092701bd61bab74b22a41a934113a001b07dc2bc","gi|985563234|dbj|LC091917.1|",100,163,0,0,100,1,163,8,170,1.47e-77,302,"274762",163,100,"Icelinus spp.  ||  Icelinus filamentosus | Icelinus tenuis","1 | 1"
"Icelinus tenuis","spotfin sculpin","092701bd61bab74b22a41a934113a001b07dc2bc","gi|2491777305|gb|OQ846500.1|",100,163,0,0,100,1,163,8,170,1.47e-77,302,"433394",163,100,"Icelinus spp.  ||  Icelinus filamentosus | Icelinus tenuis","1 | 1"
"Icelinus filamentosus","threadfin sculpin","092701bd61bab74b22a41a934113a001b07dc2bc","gi|2491777086|gb|OQ846281.1|",100,163,0,0,100,1,163,8,170,1.47e-77,302,"274762",163,100,"Icelinus spp.  ||  Icelinus filamentosus | Icelinus tenuis","1 | 1"
"Icelinus filamentosus","threadfin sculpin","092701bd61bab74b22a41a934113a001b07dc2bc","gi|669175218|gb|KM057965.1|",100,163,0,0,100,1,163,182,344,1.47e-77,302,"274762",163,100,"Icelinus spp.  ||  Icelinus filamentosus | Icelinus tenuis","1 | 1"
"Alcichthys elongatus","Alcichthys elongatus","092701bd61bab74b22a41a934113a001b07dc2bc","gi|2577880618|ref|NC_082283.1|",96.933,163,4,1,100,1,163,321,482,1.15e-68,272,"1508112",163,100,"Icelinus spp.  ||  Icelinus filamentosus | Icelinus tenuis","1 | 1"
"Alcichthys elongatus","Alcichthys elongatus","092701bd61bab74b22a41a934113a001b07dc2bc","gi|906357332|dbj|AB969952.1|",96.933,163,4,1,100,1,163,8,169,1.15e-68,272,"1508112",163,100,"Icelinus spp.  ||  Icelinus filamentosus | Icelinus tenuis","1 | 1"
"Alcichthys elongatus","Alcichthys elongatus","092701bd61bab74b22a41a934113a001b07dc2bc","gi|2268201687|dbj|LC717966.1|",96.933,163,4,1,100,1,163,193,354,1.15e-68,272,"1508112",163,100,"Icelinus spp.  ||  Icelinus filamentosus | Icelinus tenuis","1 | 1"
"Icelinus fimbriatus","fringed sculpin","092701bd61bab74b22a41a934113a001b07dc2bc","gi|2491777232|gb|OQ846427.1|",96.319,163,6,0,100,1,163,8,170,1.49e-67,268,"320611",163,100,"Icelinus spp.  ||  Icelinus filamentosus | Icelinus tenuis","1 | 1"
"Icelinus cavifrons","pit-head sculpin","092701bd61bab74b22a41a934113a001b07dc2bc","gi|2491777085|gb|OQ846280.1|",96.319,163,6,0,100,1,163,8,170,1.49e-67,268,"305508",163,100,"Icelinus spp.  ||  Icelinus filamentosus | Icelinus tenuis","1 | 1"
